GeneID,0
100287102,0.0
653635,0.0
102466751,1.3154502999849325
107985730,0.0
100302278,0.0
645520,0.0
79501,0.0
100996442,0.0
729737,0.0
102725121,0.0
102723897,0.0
102465909,0.8865111286752476
107985721,0.0
112268260,0.0
729759,0.0
100132287,0.0
105378947,0.0
101928626,0.0
113219467,0.0
81399,0.0
100133331,0.0
107984841,0.0
107984847,0.0
107984849,0.0
100288069,0.0
105378580,0.0
400728,0.3385670370011513
79854,0.0
643837,1.545573056035032
107984850,0.0
284593,0.0
284600,0.0
100130417,1.0189901753847537
107985728,0.0
148398,1.895263838687277
26155,5.254265227094871
339451,1.8966981027004255
84069,0.3967075213839758
84808,0.0388575500203621
57801,2.989
9636,7.126114886290938
375790,4.8935126859117295
100288175,0.0
112267874,0.0
105378948,0.0
401934,2.437600617800145
54991,2.639695233399582
254099,0.527
406984,2.0241778143011655
406983,2.7199062500639783
554210,4.686786236549187
100506376,0.0332291607851109
254173,0.1790013990992441
8784,3.0492125346325603
7293,1.8711733885818411
51150,7.1672675958855985
126792,4.120973943611663
388581,4.2403906603853345
118424,4.9918891338518465
101928895,0.0
6339,0.6747
116983,3.4550575632113683
102465434,0.0
109623456,0.0
126789,3.0654689135950193
54973,4.839400334032441
102465435,0.0
80772,6.494438012320477
83756,1.708893509040787
1855,5.551356051100652
102466740,0.0
54587,4.94960029636016
54998,7.525043094204419
81669,4.450986858374968
148413,4.207900658411558
55052,5.801479449308598
107984868,0.0
441869,1.8842462395276711
105378585,0.0
643965,0.0
102724312,0.9810489030878996
107985729,0.0
64856,5.132153184150359
219293,0.6906405786156932
83858,2.674460651560259
55210,4.456825858044497
339453,0.8403625186584374
29101,5.768044019170824
643988,2.616757605943626
105378586,0.0
142678,3.760114470578724
8510,0.3028746703655849
984,5.136412893201595
728661,4.389959094385734
8511,0.0
728642,0.8283066137756437
9906,0.0
112268218,0.0
65220,5.87060884731856
2782,7.58752401469502
105378949,0.8471149900835858
163688,0.1106
339456,2.381227989673362
85452,0.0272956240509075
107984872,0.0
105378589,0.0
2563,0.1133004358333606
105378590,0.0
105378591,0.0
5590,3.5432484016444135
100506504,2.05
199990,2.8404632338695426
112268219,0.0
105378593,0.0
6497,5.31110707561982
79906,1.1019189597110717
100129534,0.0
11079,6.0818657981409885
5192,3.476744584070441
9651,0.9284
55229,4.0244615301409965
388585,1.1168304963267113
115110,0.0
8764,5.580838921130261
100996583,0.0
127281,6.050188223311478
79258,1.6879117169672149
105378597,0.0
100287898,0.1178280038274809
105378603,0.0
105378602,0.0
105378601,0.0
112268220,0.0
107985732,0.0
105378600,0.0
105378598,0.0
107984904,0.0
105378599,0.0
140625,0.0
440556,0.0
63976,0.6931
100422968,0.0
105378606,0.0
107984909,0.0
105378605,0.0
105378604,0.0
27237,5.701720928127994
1953,1.9309643667871623
105378608,0.0
693135,0.0
105378607,0.0
127262,7.599952255482344
49856,3.120351940365222
7161,0.4352
105378610,0.0
105378609,0.0
57212,0.0
148870,0.01752
388588,1.279709001299063
57470,5.108595544347606
9731,3.240879083505587
1677,2.651797967205022
107984910,0.0
339448,4.003386355934467
100133612,1.2715451984856867
728716,0.0
105376672,0.0
105376673,0.0
284661,0.0
105376674,0.0
105376679,0.0
107985376,0.0
55966,0.1562671630518036
105376680,0.0
102724429,0.0
105376681,0.0
105376682,0.0
107984911,0.0
